sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-B10BR_HTxB,0.6799999999999999,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6799999999999999,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6799999999999999,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.675,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.675,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.675,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.675,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6699999999999999,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.6699999999999999,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6699999999999999,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6699999999999999,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.665,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.665,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.665,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.665,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6599999999999999,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.6599999999999999,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6599999999999999,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6599999999999999,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.655,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.655,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.655,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.655,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.6499999999999999,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.6499999999999999,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.6499999999999999,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.6499999999999999,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.645,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.645,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.645,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.645,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.64,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.64,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.64,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.64,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.635,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.635,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.635,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.635,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.63,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.63,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.63,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.63,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.625,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.625,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.625,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.625,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.62,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.62,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.62,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.62,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.615,0.0,0.0,-0.0005146268295522624,21,221
BL6-B10BR_HTxB,0.615,0.0,1.0,0.01127275382455449,21,221
BL6-B10BR_HTxB,0.615,0.0,2.0,0.012202418881151735,21,221
BL6-B10BR_HTxB,0.615,0.0,5.0,0.009001403104437327,21,221
BL6-B10BR_HTxB,0.61,0.0,0.0,-0.0005146268295522624,21,221
