sample,percentile,thresh_syfpeithi,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
BL6-BALBc_HTxB,0.845,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.845,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.845,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.845,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.84,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.84,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.84,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.84,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.835,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.835,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.835,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.835,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.83,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.83,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.83,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.83,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.825,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.825,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.825,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.825,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.8200000000000001,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.8200000000000001,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.8200000000000001,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.8200000000000001,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.815,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.815,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.815,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.815,1.0,5.0,-0.006418250078755569,98,1137
BL6-BALBc_HTxB,0.81,1.0,0.0,-0.0196031052922246,98,1137
BL6-BALBc_HTxB,0.81,1.0,1.0,-0.01420289785851445,98,1137
BL6-BALBc_HTxB,0.81,1.0,2.0,-0.009400291531714157,98,1137
BL6-BALBc_HTxB,0.81,1.0,5.0,-0.006418250078755569,98,1137
