sample,percentile,thresh_tcrbeta,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
D7B,0.775,7.0,4.0,0.06350646021175307,130,1784
D7B,0.775,7.0,5.0,0.06081725284812491,130,1784
D7B,0.77,7.0,0.0,0.11093752952773121,130,1784
D7B,0.77,7.0,1.0,0.08889470590783663,130,1784
D7B,0.77,7.0,2.0,0.07499747858264888,130,1784
D7B,0.77,7.0,3.0,0.06771651674390479,130,1784
D7B,0.77,7.0,4.0,0.06350646021175307,130,1784
D7B,0.77,7.0,5.0,0.06081725284812491,130,1784
D7B,0.765,7.0,0.0,0.11093752952773121,130,1784
D7B,0.765,7.0,1.0,0.08889470590783663,130,1784
D7B,0.765,7.0,2.0,0.07499747858264888,130,1784
D7B,0.765,7.0,3.0,0.06771651674390479,130,1784
D7B,0.765,7.0,4.0,0.06350646021175307,130,1784
D7B,0.765,7.0,5.0,0.06081725284812491,130,1784
D7B,0.76,7.0,0.0,0.11093752952773121,130,1784
D7B,0.76,7.0,1.0,0.08889470590783663,130,1784
D7B,0.76,7.0,2.0,0.07499747858264888,130,1784
D7B,0.76,7.0,3.0,0.06771651674390479,130,1784
D7B,0.76,7.0,4.0,0.06350646021175307,130,1784
D7B,0.76,7.0,5.0,0.06081725284812491,130,1784
D7B,0.755,7.0,0.0,0.11093752952773121,130,1784
D7B,0.755,7.0,1.0,0.08889470590783663,130,1784
D7B,0.755,7.0,2.0,0.07499747858264888,130,1784
D7B,0.755,7.0,3.0,0.06771651674390479,130,1784
D7B,0.755,7.0,4.0,0.06350646021175307,130,1784
D7B,0.755,7.0,5.0,0.06081725284812491,130,1784
D7B,0.75,7.0,0.0,0.11093752952773121,130,1784
D7B,0.75,7.0,1.0,0.08889470590783663,130,1784
D7B,0.75,7.0,2.0,0.07499747858264888,130,1784
D7B,0.75,7.0,3.0,0.06771651674390479,130,1784
D7B,0.75,7.0,4.0,0.06350646021175307,130,1784
D7B,0.75,7.0,5.0,0.06081725284812491,130,1784
D7B,0.745,7.0,0.0,0.11093752952773121,130,1784
D7B,0.745,7.0,1.0,0.08889470590783663,130,1784
D7B,0.745,7.0,2.0,0.07499747858264888,130,1784
D7B,0.745,7.0,3.0,0.06771651674390479,130,1784
D7B,0.745,7.0,4.0,0.06350646021175307,130,1784
D7B,0.745,7.0,5.0,0.06081725284812491,130,1784
D7B,0.74,7.0,0.0,0.11093752952773121,130,1784
D7B,0.74,7.0,1.0,0.08889470590783663,130,1784
D7B,0.74,7.0,2.0,0.07499747858264888,130,1784
D7B,0.74,7.0,3.0,0.06771651674390479,130,1784
D7B,0.74,7.0,4.0,0.06350646021175307,130,1784
D7B,0.74,7.0,5.0,0.06081725284812491,130,1784
D7B,0.735,8.0,0.0,0.13635444300379776,119,1675
D7B,0.735,8.0,1.0,0.10947893712674171,119,1675
