,sample,percentile,thresh_ly49c,alpha,mean_entropy_change,n_common_clonotypes_ge5,n_cells_after
343,D7C,0.575,1.0,5.0,-0.12040360300623701,82,1314
344,D7C,0.5700000000000001,1.0,0.0,-0.16718747765273714,82,1314
345,D7C,0.5700000000000001,1.0,1.0,-0.14940151644452948,82,1314
346,D7C,0.5700000000000001,1.0,2.0,-0.13730617034792789,82,1314
347,D7C,0.5700000000000001,1.0,5.0,-0.12040360300623701,82,1314
348,D7C,0.565,1.0,0.0,-0.16718747765273714,82,1314
349,D7C,0.565,1.0,1.0,-0.14940151644452948,82,1314
350,D7C,0.565,1.0,2.0,-0.13730617034792789,82,1314
351,D7C,0.565,1.0,5.0,-0.12040360300623701,82,1314
352,D7C,0.56,1.0,0.0,-0.16718747765273714,82,1314
353,D7C,0.56,1.0,1.0,-0.14940151644452948,82,1314
354,D7C,0.56,1.0,2.0,-0.13730617034792789,82,1314
355,D7C,0.56,1.0,5.0,-0.12040360300623701,82,1314
356,D7C,0.5549999999999999,1.0,0.0,-0.16718747765273714,82,1314
357,D7C,0.5549999999999999,1.0,1.0,-0.14940151644452948,82,1314
358,D7C,0.5549999999999999,1.0,2.0,-0.13730617034792789,82,1314
359,D7C,0.5549999999999999,1.0,5.0,-0.12040360300623701,82,1314
360,D7C,0.55,1.0,0.0,-0.16718747765273714,82,1314
361,D7C,0.55,1.0,1.0,-0.14940151644452948,82,1314
362,D7C,0.55,1.0,2.0,-0.13730617034792789,82,1314
363,D7C,0.55,1.0,5.0,-0.12040360300623701,82,1314
364,D7C,0.5449999999999999,1.0,0.0,-0.16718747765273714,82,1314
365,D7C,0.5449999999999999,1.0,1.0,-0.14940151644452948,82,1314
366,D7C,0.5449999999999999,1.0,2.0,-0.13730617034792789,82,1314
367,D7C,0.5449999999999999,1.0,5.0,-0.12040360300623701,82,1314
368,D7C,0.54,1.0,0.0,-0.16718747765273714,82,1314
369,D7C,0.54,1.0,1.0,-0.14940151644452948,82,1314
370,D7C,0.54,1.0,2.0,-0.13730617034792789,82,1314
371,D7C,0.54,1.0,5.0,-0.12040360300623701,82,1314
372,D7C,0.5349999999999999,1.0,0.0,-0.16718747765273714,82,1314
373,D7C,0.5349999999999999,1.0,1.0,-0.14940151644452948,82,1314
374,D7C,0.5349999999999999,1.0,2.0,-0.13730617034792789,82,1314
375,D7C,0.5349999999999999,1.0,5.0,-0.12040360300623701,82,1314
376,D7C,0.53,1.0,0.0,-0.16718747765273714,82,1314
377,D7C,0.53,1.0,1.0,-0.14940151644452948,82,1314
378,D7C,0.53,1.0,2.0,-0.13730617034792789,82,1314
379,D7C,0.53,1.0,5.0,-0.12040360300623701,82,1314
380,D7C,0.5249999999999999,1.0,0.0,-0.16718747765273714,82,1314
381,D7C,0.5249999999999999,1.0,1.0,-0.14940151644452948,82,1314
382,D7C,0.5249999999999999,1.0,2.0,-0.13730617034792789,82,1314
383,D7C,0.5249999999999999,1.0,5.0,-0.12040360300623701,82,1314
384,D7C,0.52,1.0,0.0,-0.16718747765273714,82,1314
385,D7C,0.52,1.0,1.0,-0.14940151644452948,82,1314
386,D7C,0.52,1.0,2.0,-0.13730617034792789,82,1314
387,D7C,0.52,1.0,5.0,-0.12040360300623701,82,1314
388,D7C,0.515,0.0,0.0,-0.2543707503856109,61,935
389,D7C,0.515,0.0,1.0,-0.22103742551422684,61,935
390,D7C,0.515,0.0,2.0,-0.198168322332569,61,935
391,D7C,0.515,0.0,5.0,-0.16949852969839677,61,935
392,D7C,0.51,0.0,0.0,-0.2543707503856109,61,935
393,D7C,0.51,0.0,1.0,-0.22103742551422684,61,935
394,D7C,0.51,0.0,2.0,-0.198168322332569,61,935
395,D7C,0.51,0.0,5.0,-0.16949852969839677,61,935
396,D7C,0.505,0.0,0.0,-0.2543707503856109,61,935
397,D7C,0.505,0.0,1.0,-0.22103742551422684,61,935
398,D7C,0.505,0.0,2.0,-0.198168322332569,61,935
399,D7C,0.505,0.0,5.0,-0.16949852969839677,61,935
400,D7C,0.5,0.0,0.0,-0.2543707503856109,61,935
401,D7C,0.5,0.0,1.0,-0.22103742551422684,61,935
402,D7C,0.5,0.0,2.0,-0.198168322332569,61,935
403,D7C,0.5,0.0,5.0,-0.16949852969839677,61,935
404,D7C,0.495,0.0,0.0,-0.2543707503856109,61,935
405,D7C,0.495,0.0,1.0,-0.22103742551422684,61,935
